bedrooms,floors,zipcode,sqft_living,price
3,1.5,98019,1540,375.0
6,2.0,98103,3300,920.0
4,2.0,98040,2130,850.0
3,1.0,98042,1010,202.0
4,1.0,98077,2420,725.0
3,2.0,98006,3870,900.0
2,1.0,98103,1960,680.2
3,1.0,98022,1170,216.5
3,1.0,98003,1890,325.0
3,2.0,98052,2250,675.0
2,1.0,98034,750,435.0
3,1.0,98010,1610,263.5
4,2.0,98077,2590,550.0
3,2.0,98116,2520,875.0
4,1.0,98023,1340,246.6
3,3.0,98133,1460,337.0
3,1.0,98038,1380,240.0
3,1.0,98005,1510,490.0
5,1.0,98027,2510,510.0
3,1.0,98034,910,305.0
3,2.0,98019,1970,350.0
3,1.0,98178,1540,284.2
4,2.0,98038,1980,357.0
4,1.0,98052,3150,854.0
4,2.0,98075,4700,1175.0
3,1.0,98039,2300,1000.0
4,2.0,98103,1880,616.5
4,2.0,98117,2640,750.0
6,2.0,98052,3900,650.0
4,1.0,98032,2670,275.0
4,1.0,98105,1840,540.0
3,1.0,98001,1120,225.0
4,2.0,98006,2970,845.0
3,1.0,98126,1410,490.0
4,2.0,98029,3060,753.0
3,1.0,98034,2490,475.0
1,1.5,98168,840,124.0
1,1.5,98168,840,224.0
2,1.0,98117,1130,485.0
4,1.0,98178,1850,230.0
4,1.0,98031,2330,372.0
4,2.0,98042,1880,306.0
4,2.0,98115,2980,905.0
4,1.0,98116,1440,440.0
3,1.0,98042,1630,280.0
3,2.0,98014,1778,435.0
3,2.0,98029,1930,425.0
2,1.0,98188,1130,204.95
2,1.0,98033,1650,670.0
2,1.0,98103,820,475.0
5,1.0,98168,2900,352.0
4,1.0,98008,2330,575.0
4,2.0,98040,4440,1730.0
3,2.0,98108,1660,491.0
4,2.0,98075,3020,750.0
4,1.0,98052,1850,830.0
6,2.0,98065,5960,1140.0
3,1.0,98058,960,137.124
4,1.5,98118,1150,225.0
4,1.0,98005,2130,732.6
4,2.0,98006,2460,818.0
3,1.0,98042,2360,431.0
2,3.0,98133,1320,304.0
5,1.0,98112,1910,650.0
2,2.0,98052,1610,450.0
4,1.0,98056,1610,269.0
3,1.0,98004,1160,875.0
4,1.0,98040,2870,890.0
4,2.0,98072,2280,565.0
2,2.0,98122,1370,448.175
0,2.0,98065,1470,235.0
5,2.0,98075,2970,680.0
3,2.0,98023,1460,629.0
3,2.5,98199,1570,494.0
4,2.0,98102,2880,1100.0
5,1.0,98034,1900,450.0
3,1.0,98059,2020,330.0
4,2.0,98006,3110,960.0
4,2.0,98001,2390,360.0
3,2.0,98038,2150,378.0
3,1.0,98136,1340,499.95
3,2.0,98072,1990,450.0
2,1.0,98116,1600,523.5
3,2.0,98077,2680,600.0
3,2.0,98042,2080,290.0
3,2.0,98038,1340,176.0
3,1.5,98109,2590,885.0
2,1.5,98105,1240,483.0
3,1.0,98042,1310,240.0
4,1.0,98117,2530,720.0
4,2.0,98058,1780,311.0
3,1.0,98118,1600,332.5
3,1.0,98166,1570,164.95
3,1.0,98166,1570,371.0
3,1.0,98031,1650,264.5
4,2.0,98112,2920,1738.0
2,1.0,98105,870,503.0
4,2.0,98115,2830,738.0
2,1.0,98103,980,393.0
2,1.0,98070,990,280.0
4,1.0,98003,2360,260.0
2,1.0,98116,1000,505.0
3,1.0,98030,1660,241.0
3,1.0,98052,1520,530.0
1,1.5,98118,1180,713.0
3,2.0,98133,1770,487.0
2,1.0,98042,980,128.0
3,1.0,98198,1840,210.5
3,1.0,98059,1810,420.0
3,2.0,98115,1780,679.0
4,3.0,98052,2840,784.95
4,2.0,98092,2650,352.0
3,2.0,98199,1270,386.0
3,1.0,98146,1260,335.0
3,1.0,98075,1750,472.5
5,1.0,98028,2680,599.95
4,2.0,98053,3830,963.99
3,2.0,98144,1610,735.0
3,2.0,98074,3840,858.45
5,2.0,98105,2670,665.0
3,2.0,98038,2000,290.0
2,1.0,98108,860,250.0
3,1.0,98030,1420,192.5
4,1.0,98166,2060,350.0
4,2.0,98059,2790,518.0
4,1.5,98107,1410,563.0
4,2.0,98188,2420,375.0
3,3.0,98103,1460,400.0
5,1.0,98023,2460,240.0
2,1.0,98122,1000,317.5
5,2.0,98007,4420,1315.0
3,1.0,98038,1240,234.0
3,2.0,98008,1740,645.0
2,1.0,98115,1280,649.0
4,2.0,98027,2520,605.0
3,3.0,98177,1500,337.9
3,2.0,98122,2490,535.0
4,1.0,98108,1530,325.0
4,1.0,98059,1740,429.95
3,2.0,98077,3550,775.0
2,1.0,98112,1280,650.0
4,2.0,98040,2320,1200.0
2,1.0,98155,1140,275.0
4,2.0,98019,3930,575.0
3,1.0,98155,2370,540.0
3,1.0,98144,2340,640.0
3,1.0,98058,1240,275.0
4,2.0,98074,2740,672.8
4,1.0,98007,1940,495.0
3,1.5,98077,2950,820.0
4,1.0,98155,1980,475.0
4,1.0,98117,2850,1275.0
3,1.0,98077,1160,380.0
3,1.0,98058,2130,397.5
5,1.0,98118,2420,352.0
6,1.0,98006,2820,893.88
5,2.0,98074,3710,635.0
3,2.0,98034,1770,420.0
3,1.0,98107,1260,503.0
2,1.0,98146,2330,689.0
4,1.5,98103,2490,749.5
6,2.0,98005,4090,1150.0
4,2.0,98019,2800,563.5
4,2.0,98028,2440,480.0
4,1.0,98023,2540,374.95
3,2.0,98038,1600,308.95
4,1.0,98106,2680,445.0
3,1.0,98042,1220,237.2
3,1.5,98125,1550,453.5
3,1.0,98115,2080,616.5
5,2.0,98075,5000,1250.0
1,1.0,98117,630,396.0
3,1.0,98146,1070,210.0
2,1.0,98116,1900,539.0
3,2.0,98166,2960,605.0
3,2.0,98117,1490,437.5
3,1.0,98031,1500,215.0
4,2.0,98065,2410,440.0
3,1.0,98125,2000,525.0
3,1.0,98045,1140,319.9
3,1.0,98077,1120,335.0
3,2.0,98038,2900,485.0
4,2.0,98023,3220,359.999
5,1.0,98005,2500,799.0
3,1.0,98148,1610,280.0
4,1.5,98112,2250,1050.0
1,2.0,98055,1240,290.0
2,2.0,98055,1660,235.0
3,1.0,98103,2080,495.0
3,2.0,98032,1880,290.0
4,1.0,98031,1050,230.0
3,1.0,98023,1480,234.0
4,2.0,98053,2420,597.4
4,1.0,98059,2190,370.0
4,2.0,98052,2660,755.0
3,2.0,98030,2430,342.0
2,1.0,98122,770,497.0
3,1.0,98027,3060,835.0
4,2.0,98006,2920,730.0
3,1.0,98109,1370,655.0
3,2.0,98038,1870,205.0
4,1.5,98112,1800,632.75
5,1.0,98168,2100,330.0
5,2.0,98007,2530,527.5
4,2.0,98075,3290,716.5
4,2.0,98065,1890,388.5
3,1.0,98005,1680,530.0
3,2.0,98059,2170,419.0
3,1.0,98052,1200,385.0
4,2.0,98074,2990,655.0
4,2.0,98144,3770,1695.0
2,1.0,98042,1020,279.0
3,1.0,98023,1700,262.0
4,1.5,98117,1550,533.0
3,1.0,98177,1680,640.0
3,2.0,98092,1680,285.0
4,1.0,98177,1910,458.4
5,1.0,98034,3160,620.0
3,1.0,98033,2020,465.0
4,2.0,98052,3210,690.0
3,1.0,98077,2350,462.5
4,2.0,98038,1910,369.95
2,1.0,98001,840,124.5
4,1.0,98005,2620,950.0
4,1.0,98008,1220,418.0
3,1.0,98002,1060,160.0
4,1.0,98155,2200,457.0
2,1.0,98126,2120,530.0
3,1.0,98008,1250,385.0
3,1.0,98008,1440,491.0
4,1.0,98008,1890,521.0
3,1.0,98022,1140,255.0
5,1.0,98178,2840,292.05
6,1.0,98056,1880,326.0
2,1.0,98126,750,300.0
3,1.0,98058,1630,291.6
5,1.0,98027,1720,435.0
3,3.0,98117,1600,465.0
3,1.5,98002,1230,200.0
3,1.0,98056,1610,238.0
4,1.0,98008,1320,455.0
6,2.0,98003,2180,230.0
4,2.0,98112,2190,808.0
3,1.5,98103,1490,578.5
3,3.0,98115,1463,390.0
3,2.0,98029,1800,517.5
4,1.5,98144,2880,755.0
3,1.0,98117,1250,579.5
3,3.0,98116,1670,649.95
4,1.0,98178,2000,228.0
4,1.5,98115,2280,665.0
4,2.0,98052,2110,689.0
4,1.0,98052,2520,560.0
3,1.0,98136,1590,529.0
5,1.0,98059,2100,375.0
4,1.0,98146,2090,325.0
4,2.0,98003,3390,583.0
2,1.0,98155,790,330.0
3,2.0,98092,1970,262.0
4,2.0,98065,2870,555.0
2,1.0,98118,1110,585.0
3,2.0,98065,1940,425.59
2,1.0,98126,720,235.0
2,1.0,98118,710,362.362
3,1.0,98038,1370,252.0
4,2.0,98058,2690,439.0
4,2.0,98092,3360,465.0
4,1.5,98023,1500,249.9
2,1.0,98126,2600,665.0
3,1.0,98034,1160,370.0
2,1.5,98112,1430,620.0
3,1.0,98177,1870,375.0
4,1.0,98133,2560,552.625
3,1.0,98034,1160,315.5
2,1.0,98027,1680,620.0
4,1.0,98006,2010,510.0
4,2.0,98053,2540,652.5
4,2.0,98053,3240,574.0
3,2.0,98038,2670,430.0
3,1.0,98125,1080,390.0
3,1.0,98117,1430,466.5
2,2.0,98052,1290,315.0
4,1.0,98023,1240,220.0
3,1.0,98030,1840,325.0
3,1.0,98133,1120,365.0
3,2.0,98188,2100,356.0
4,1.0,98125,2030,380.0
4,2.0,98052,2030,579.0
2,1.0,98105,890,682.0
3,1.0,98052,1750,499.0
3,1.0,98052,1300,333.76
4,2.0,98075,2650,745.0
3,1.0,98056,1750,380.0
3,3.5,98103,1440,435.0
3,1.0,98115,1700,520.0
4,2.0,98072,3920,965.0
3,1.0,98168,1470,270.0
5,1.5,98112,2520,1100.0
3,1.0,98006,2140,577.5
3,1.0,98107,1550,650.0
4,2.0,98040,3180,1227.5
5,2.0,98040,6510,1900.0
2,1.5,98115,1440,475.0
3,1.0,98023,1150,200.0
4,2.0,98045,2320,397.0
3,1.0,98155,1230,383.61
4,2.0,98030,2060,275.0
3,2.0,98126,2783,840.0
4,2.0,98058,2140,365.0
3,2.0,98029,1420,362.0
3,1.0,98108,2090,350.0
2,1.5,98014,1320,200.0
4,1.0,98023,2300,299.0
4,1.0,98056,3050,555.0
3,1.0,98177,2960,1326.0
5,1.0,98040,2520,896.0
2,1.0,98199,1740,550.0
2,1.0,98125,1300,324.5
3,1.0,98008,1170,312.5
4,2.0,98070,1946,485.0
2,1.0,98115,1250,511.0
2,2.0,98042,1230,139.5
4,2.0,98059,2180,464.0
3,1.0,98023,1740,255.0
4,2.0,98065,3830,679.975
3,1.0,98040,2250,624.8
3,2.0,98074,2590,920.0
3,1.5,98105,2090,1365.0
3,1.0,98052,2400,510.0
4,2.0,98031,2260,289.659
4,2.0,98065,2910,585.0
5,2.0,98038,3640,555.0
4,2.0,98075,3770,940.0
3,1.0,98052,1600,460.0
3,2.0,98031,2110,319.0
3,2.0,98059,1720,280.0
3,1.0,98065,1100,250.0
4,2.0,98074,2620,749.95
5,1.0,98011,3090,458.0
3,2.0,98065,1890,465.0
3,1.0,98103,1850,580.0
4,2.0,98077,3100,700.0
4,2.0,98023,2506,350.0
4,1.0,98052,1700,456.0
3,1.5,98198,1550,290.0
4,1.0,98059,2200,475.0
3,2.0,98038,1890,285.0
3,1.0,98168,1140,309.0
4,2.0,98053,3740,860.0
3,1.0,98042,1940,219.0
3,2.0,98074,2130,546.5
2,1.0,98118,1470,338.0
2,1.0,98117,1070,505.0
4,1.0,98014,1680,340.0
3,2.0,98074,2730,678.0
3,1.0,98040,1890,800.0
1,1.0,98002,1080,112.0
3,1.5,98023,1440,252.0
4,1.0,98058,2540,335.0
3,1.0,98004,2300,610.0
3,1.0,98023,1690,245.0
3,1.0,98008,1800,493.5
4,2.0,98052,1770,596.5
3,1.5,98118,1190,245.0
3,1.0,98028,1320,333.5
3,1.0,98072,1290,373.0
4,2.0,98052,3000,759.9
3,3.0,98133,1358,317.0
3,1.5,98144,1220,670.0
2,2.0,98166,2720,985.0
3,1.0,98106,1060,310.0
4,2.0,98052,3020,750.0
3,2.0,98052,1640,408.0
5,2.0,98074,3870,900.0
4,1.0,98155,2860,460.0
4,1.0,98178,1740,339.0
3,1.0,98109,1140,660.0
4,2.0,98031,3290,449.95
3,1.0,98178,1210,235.0
5,1.0,98028,3320,769.0
2,1.0,98053,1350,428.0
3,2.0,98072,1990,445.0
4,1.0,98034,2060,462.0
3,1.5,98107,1460,775.0
4,1.0,98008,2250,605.0
2,1.0,98045,950,193.5
4,2.0,98023,3140,389.95
4,2.0,98075,3560,790.0
2,1.0,98126,1410,442.0
4,2.0,98040,2770,890.0
3,1.0,98002,1864,235.0
4,1.0,98115,1930,495.0
4,2.0,98010,3870,600.0
3,1.5,98199,2020,1400.0
3,1.0,98198,1300,251.0
4,2.0,98059,3410,471.0
4,2.0,98077,2370,597.0
5,2.0,98006,2770,804.0
3,1.0,98155,1250,357.0
3,2.0,98029,1690,419.99
4,2.0,98027,3040,725.0
3,2.0,98092,2710,275.0
3,1.0,98045,1190,445.0
3,2.0,98019,2300,510.0
4,1.0,98028,1360,330.0
3,1.0,98106,1500,270.0
4,1.0,98126,1610,495.0
4,2.0,98002,1420,225.0
3,1.0,98115,1750,716.528
3,2.0,98038,1510,260.0
4,2.0,98045,2330,471.0
5,2.0,98118,2690,690.0
5,1.5,98011,1700,548.0
3,1.0,98115,1020,505.0
3,1.0,98034,1160,325.0
4,2.0,98075,2450,682.0
3,2.0,98052,2010,605.0
2,1.0,98198,1370,276.2
3,1.5,98103,1370,530.0
3,1.0,98003,1990,245.0
4,2.0,98077,2790,654.95
2,1.0,98168,780,221.9
4,1.0,98178,2240,466.0
3,1.0,98003,2210,383.15
4,1.0,98103,1390,657.1
3,2.0,98077,1800,539.0
6,1.0,98092,3320,400.0
4,1.0,98002,1960,215.0
2,1.0,98115,850,489.0
4,2.0,98075,2980,649.0
4,1.0,98005,1980,700.0
2,1.0,98133,790,268.5
3,2.0,98034,1800,515.0
4,1.0,98007,2260,685.0
2,2.0,98144,800,305.0
4,1.5,98105,2490,950.0
4,2.0,98001,1610,292.5
4,1.0,98133,1850,270.0
4,1.0,98133,1850,450.0
4,1.5,98117,1920,535.0
3,2.0,98029,1740,550.0
3,2.0,98144,1430,457.5
3,1.0,98023,1420,136.5
3,1.0,98023,1420,224.097
3,2.0,98042,1560,254.0
4,1.0,98059,2030,335.0
5,2.0,98045,3280,594.95
3,1.0,98045,1360,350.0
3,1.0,98042,1180,169.95
3,1.0,98077,1940,432.5
2,2.0,98105,1300,440.0
3,2.0,98031,1650,233.703
3,2.0,98029,1140,310.0
3,2.0,98007,2540,735.0
4,2.0,98056,3440,730.0
3,1.0,98178,1800,257.0
2,3.0,98103,1260,485.0
4,1.0,98177,2370,899.0
3,1.5,98125,1520,279.0
4,1.0,98092,1750,225.0
3,2.0,98109,2680,1355.0
3,2.0,98065,1590,355.0
4,1.0,98034,1560,382.5
3,2.0,98022,2000,324.36
3,1.5,98023,2380,315.0
2,2.0,98133,2230,426.0
5,2.0,98003,2820,395.0
3,1.5,98010,1570,212.644
3,2.0,98056,1845,510.0
2,1.0,98032,830,85.0
2,1.0,98032,830,235.0
4,2.0,98042,2030,295.0
3,1.5,98103,1430,720.001
3,1.0,98115,1510,313.95
3,1.0,98115,1510,415.0
3,1.0,98058,1610,305.0
3,1.5,98122,1600,625.0
3,1.0,98007,1420,490.0
3,2.0,98042,1660,269.95
5,2.0,98033,4230,2700.0
4,2.5,98103,3310,829.0
4,1.0,98075,2470,635.0
3,1.0,98188,1040,217.5
4,1.0,98001,1850,270.0
3,2.0,98144,4610,1245.0
4,2.0,98019,2480,480.0
3,1.0,98199,2130,575.0
4,2.0,98059,2350,426.95
3,1.0,98002,920,125.0
3,1.0,98002,920,208.0
4,1.0,98058,1780,325.0
7,1.0,98033,2690,597.157
4,2.5,98029,3010,728.725
5,1.0,98052,3180,708.0
4,2.0,98075,4120,1300.0
3,1.0,98053,1280,405.0
4,1.5,98115,1690,550.0
4,2.0,98065,2320,451.0
5,2.0,98166,3090,540.5
5,2.0,98075,5050,1025.0
4,1.0,98023,1640,218.0
4,1.0,98033,2170,562.0
4,2.0,98042,3140,401.5
2,1.0,98168,1090,196.7
3,1.0,98006,1930,583.0
5,1.0,98092,2100,309.9
4,2.0,98058,3110,485.0
3,1.0,98118,930,465.0
4,2.0,98052,2050,595.0
3,1.0,98058,1160,254.0
3,2.0,98011,1820,488.5
4,2.0,98058,2110,260.0
2,1.0,98178,870,166.0
2,1.0,98117,1080,440.0
3,2.0,98133,1260,375.0
2,1.0,98199,900,529.5
2,1.0,98103,750,338.0
3,1.0,98038,1800,335.62
4,1.0,98072,2220,464.0
2,1.0,98126,1390,354.0
4,2.0,98122,2160,601.0
3,1.0,98023,1840,285.0
2,2.0,98112,1690,462.5
4,2.0,98003,2650,350.0
4,1.0,98133,1120,329.0
4,1.0,98058,2500,312.5
4,2.0,98059,2220,370.0
3,1.0,98034,1260,399.9
3,1.5,98126,1480,398.0
2,1.0,98116,930,550.5
3,1.5,98118,2780,709.0
5,1.0,98106,2770,402.0
3,1.0,98155,1530,450.0
3,1.0,98117,2140,524.0
4,1.0,98045,4600,800.0
4,1.0,98055,1760,185.0
4,1.0,98055,1760,365.0
4,2.0,98115,3110,925.0
3,1.0,98008,2260,714.0
3,1.0,98052,1460,495.0
3,1.0,98133,2050,535.0
4,1.0,98040,2340,880.0
3,1.0,98168,1230,150.0
3,1.0,98008,1880,554.5
3,1.5,98117,1280,520.0
4,2.0,98053,3660,839.99
3,2.0,98053,1650,500.0
2,1.5,98001,1960,305.0
3,2.0,98118,1580,247.8
4,2.0,98042,2490,344.2
4,2.0,98011,2000,459.95
4,1.0,98030,1550,229.9
4,1.0,98008,2820,750.0
4,1.0,98028,2600,509.0
4,1.0,98028,2200,680.0
5,1.0,98052,2500,661.5
2,3.0,98136,1270,370.0
4,1.0,98052,2900,785.0
2,1.0,98116,840,355.0
4,1.0,98103,1940,446.0
5,2.0,98052,3490,830.0
3,2.0,98042,1940,324.0
4,2.0,98072,2490,500.0
3,1.0,98004,1390,745.0
4,2.0,98112,3940,1197.0
2,1.0,98072,1760,385.0
3,1.0,98125,2560,565.0
4,1.0,98133,2300,465.0
3,3.0,98125,1770,401.0
3,1.0,98030,2310,385.0
3,2.0,98055,2310,395.0
5,1.5,98168,2000,245.0
3,1.0,98122,1540,500.0
5,1.0,98055,2590,334.0
3,1.0,98005,980,550.0
3,1.0,98198,1730,216.0
3,3.0,98178,3070,340.5
4,2.0,98059,2100,375.0
3,1.0,98198,2080,600.0
4,1.0,98133,1890,375.0
4,1.5,98126,2000,536.5
3,2.0,98027,3030,599.9
2,1.0,98119,1110,750.0
3,1.0,98177,1650,355.0
3,1.0,98115,1410,590.0
2,1.0,98199,2140,680.0
3,2.0,98059,1860,429.0
2,1.0,98117,1170,581.0
3,1.0,98033,980,463.8
5,2.0,98006,7400,2983.0
5,1.5,98144,1650,443.0
3,1.0,98023,1480,276.2
5,2.0,98028,4060,630.0
3,2.0,98105,1370,570.0
4,2.0,98199,2480,979.7
4,1.5,98115,2030,730.0
5,1.0,98023,2200,268.45
3,1.0,98133,1770,490.0
3,1.0,98117,2550,808.0
3,1.0,98072,1250,350.0
4,1.0,98117,2390,695.0
4,2.0,98074,5730,1228.0
1,1.5,98168,1120,309.95
3,1.0,98168,1270,134.0
4,2.0,98029,2390,645.5
3,1.5,98119,1760,750.0
3,2.0,98112,2560,1399.0
4,1.0,98177,1820,344.9
2,3.0,98103,1840,601.45
4,2.0,98122,1810,575.0
3,1.0,98198,2470,405.0
4,2.0,98019,2520,518.0
2,1.0,98155,1600,265.0
3,1.0,98042,1280,180.0
3,2.0,98001,1590,285.0
3,1.0,98166,2000,433.0
3,1.0,98059,1780,399.0
3,2.0,98052,1700,565.0
3,1.0,98168,1970,406.5
4,1.0,98006,1940,420.0
4,1.5,98103,3290,965.0
4,2.0,98033,3500,1375.0
5,2.0,98023,3260,353.95
5,2.0,98027,4230,847.7
5,1.5,98146,1590,185.0
2,1.0,98178,1010,269.0
3,1.0,98072,1820,422.8
2,1.0,98136,870,379.95
3,1.0,98034,1620,525.0
4,2.0,98024,3980,810.0
4,1.0,98023,1630,209.95
3,2.0,98107,1230,439.95
4,1.0,98166,3510,554.82
4,2.0,98056,2160,359.0
3,1.0,98155,1020,242.5
3,1.0,98177,1590,330.0
3,2.0,98006,3440,740.0
5,2.0,98122,3020,630.0
3,1.0,98117,2280,750.0
4,2.0,98074,2790,695.0
2,1.0,98118,580,109.0
3,1.0,98055,2030,389.0
2,1.0,98105,850,447.0
3,1.0,98052,2480,1200.0
3,1.0,98011,1010,315.0
3,2.0,98029,2420,640.0
3,2.0,98074,2180,570.0
3,2.0,98070,1830,495.0
5,1.0,98034,2040,449.5
4,2.0,98105,2640,1084.5
2,1.0,98155,1060,294.95
3,1.0,98198,1640,170.5
4,1.5,98106,1190,312.0
3,1.0,98003,2180,350.0
4,2.0,98029,2120,690.0
4,2.0,98148,2210,375.0
4,2.0,98077,2510,575.0
4,1.0,98006,2500,646.0
3,2.0,98001,1560,239.95
5,1.5,98106,2510,400.0
4,1.0,98072,3060,455.0
3,1.0,98042,1310,240.0
4,2.0,98112,4260,3400.0
3,1.5,98103,2500,695.0
2,1.0,98126,670,304.95
3,1.0,98109,1840,650.0
3,2.0,98103,1480,402.5
3,2.0,98065,2420,482.0
3,1.0,98105,1820,655.0
5,2.0,98107,1940,577.0
3,2.0,98055,1630,350.0
4,1.0,98023,2520,415.0
4,2.0,98014,2120,396.4
3,2.0,98074,2490,654.3
4,2.0,98010,3410,774.95
4,2.0,98118,2380,855.0
3,2.0,98109,2490,1145.0
2,2.0,98108,1240,330.0
4,1.0,98032,1900,290.0
3,1.5,98166,2390,519.5
3,1.0,98034,1810,450.0
3,2.0,98034,4490,3120.0
3,1.5,98168,1620,265.0
4,2.0,98092,2640,359.0
4,2.0,98119,2870,2000.0
4,1.0,98074,3250,1050.0
2,1.0,98107,800,402.5
3,1.0,98008,1360,450.0
5,1.0,98003,1950,262.5
4,2.0,98092,1970,285.0
3,2.0,98058,2020,290.0
2,1.0,98053,2280,752.5
4,2.0,98075,3540,820.0
3,2.0,98059,1560,292.0
2,1.0,98055,750,213.0
4,2.0,98146,2240,400.0
1,1.0,98118,590,202.0
1,1.0,98053,690,484.0
3,1.0,98005,1580,617.45
3,1.0,98166,1040,250.0
5,1.0,98034,1880,405.0
2,1.0,98055,1070,325.0
3,1.0,98178,1860,301.35
2,1.0,98136,1550,425.0
3,1.0,98136,1860,460.0
3,2.0,98006,3090,938.0
3,1.0,98058,1720,348.0
2,1.5,98115,1260,435.0
3,1.0,98031,1120,227.95
2,1.0,98117,1250,425.0
3,1.5,98103,1810,550.0
3,2.0,98031,1890,347.5
4,1.0,98144,2020,397.0
4,1.0,98027,1790,410.0
3,2.0,98074,3190,780.0
4,1.5,98112,3030,1350.0
3,2.0,98053,1630,476.0
3,1.0,98072,1180,390.0
3,1.0,98001,1560,226.5
3,2.0,98117,1340,495.0
5,1.0,98040,2590,1500.0
3,1.0,98106,1020,385.0
3,2.0,98065,2370,535.95
4,2.5,98053,3170,910.0
2,1.0,98105,1120,465.0
3,1.0,98074,1440,495.0
4,1.5,98002,2170,250.0
4,2.0,98199,3490,1225.0
4,2.0,98034,1970,400.0
4,2.0,98074,2780,715.0
3,1.0,98003,2250,342.0
4,1.0,98056,1340,420.0
3,1.0,98092,1400,148.226
3,1.0,98059,1510,313.0
3,1.0,98198,1320,150.0
2,1.0,98168,820,150.0
2,1.0,98058,1080,230.0
2,1.0,98118,840,389.1
4,1.0,98033,2070,645.0
3,1.0,98198,1520,310.0
2,2.0,98029,1210,351.358
5,2.0,98004,3810,1700.0
4,2.0,98075,5370,1565.0
3,2.0,98112,1540,850.0
4,2.0,98019,2310,470.0
3,3.0,98103,1870,770.0
3,1.0,98059,1840,366.0
3,2.0,98029,2060,545.0
3,1.0,98002,1010,205.0
2,1.0,98177,1020,405.0
4,1.0,98011,2220,467.0
2,1.0,98144,1050,392.5
4,1.5,98034,3030,901.0
3,1.0,98125,1800,500.0
3,2.0,98028,1860,384.95
4,2.0,98027,4070,1700.0
2,1.0,98155,860,245.0
4,2.0,98040,3080,1165.0
3,2.0,98002,1280,184.5
2,1.5,98023,1540,269.0
3,2.0,98007,1530,570.0
4,1.0,98040,2350,850.0
3,1.0,98042,920,209.0
4,1.0,98056,1840,327.0
3,1.0,98125,1650,369.5
3,1.0,98034,1760,440.0
4,1.5,98040,3290,947.5
2,1.5,98122,1270,510.0
3,1.0,98133,1600,385.0
5,1.0,98001,2670,370.0
4,1.5,98117,1960,660.0
3,2.0,98070,3300,729.0
3,2.0,98075,2000,440.0
4,1.0,98042,2360,445.0
2,1.0,98125,1430,460.0
3,1.0,98005,2330,516.0
4,2.0,98058,2060,343.888
4,1.5,98008,2240,500.0
5,1.0,98146,2330,465.0
5,2.0,98038,2180,302.0
2,1.0,98002,1280,195.0
3,2.0,98074,2140,640.0
6,1.0,98008,2890,502.0
3,2.0,98072,1480,360.0
4,2.0,98178,1680,290.5
4,2.0,98001,2163,248.0
4,2.0,98056,2280,433.0
2,1.0,98112,820,480.0
3,1.0,98125,1330,410.0
4,2.0,98038,2310,309.95
3,1.0,98042,1290,253.0
3,1.0,98045,1630,280.0
3,1.0,98052,1410,440.0
5,1.0,98006,1240,333.0
3,2.0,98075,3100,759.95
3,2.0,98045,2020,345.0
4,2.0,98038,2500,350.0
2,1.0,98188,790,198.0
3,1.0,98004,2040,730.0
3,1.0,98059,1430,266.2
4,2.0,98040,2250,1060.0
2,1.0,98058,1070,95.0
3,1.0,98074,1300,430.0
4,2.0,98034,2560,650.0
3,2.0,98038,2190,379.9
2,2.0,98125,940,325.0
4,1.0,98008,1740,455.0
4,1.5,98108,2220,392.0
3,1.0,98034,1310,373.0
5,1.0,98199,2710,951.25
3,1.0,98006,1300,502.0
3,1.0,98058,1940,362.5
2,1.0,98103,1080,525.0
4,1.0,98052,2110,580.0
3,1.0,98058,1590,278.0
2,1.0,98126,910,422.5
4,1.0,98119,1590,783.2
4,2.0,98075,3290,715.0
3,2.0,98029,2010,472.217
3,2.0,98032,2060,244.615
3,1.0,98125,1560,385.0
3,1.0,98105,1120,549.995
4,2.0,98075,3550,959.9
6,2.0,98052,3300,510.0
3,1.0,98070,2000,367.0
5,2.0,98058,2680,375.0
2,3.0,98107,1290,500.0
2,3.0,98107,1290,489.0
3,2.0,98136,1150,340.0
3,1.0,98144,1880,562.0
3,2.0,98019,2400,489.95
3,1.0,98052,1920,652.0
4,2.0,98042,4350,472.0
4,1.0,98059,1910,333.0
3,1.0,98177,2000,560.0
4,2.0,98198,3290,799.0
5,2.0,98006,3480,860.0
4,2.0,98092,2410,449.5
4,2.0,98075,2820,692.5
4,1.0,98006,2710,925.0
3,1.5,98042,2080,267.5
4,2.0,98019,2200,396.8
4,1.0,98092,1180,220.0
3,1.0,98177,2120,892.5
3,1.0,98052,1460,455.5
3,1.0,98040,2110,743.0
4,1.0,98155,1790,338.0
3,1.0,98045,1340,332.0
3,1.5,98112,2460,563.225
4,2.0,98077,3760,1150.0
2,1.0,98103,1240,645.0
3,2.0,98033,2750,739.0
3,2.0,98019,2530,435.0
3,2.0,98102,3200,995.0
4,1.0,98034,2020,520.0
4,2.0,98092,3030,400.0
3,1.0,98034,2350,440.0
3,1.0,98115,1690,440.0
3,1.0,98103,1280,738.0
3,1.0,98028,1170,250.0
4,2.0,98022,2700,338.15
3,1.0,98072,1800,425.0
4,2.0,98074,3670,883.0
3,1.5,98014,2350,510.0
4,1.0,98075,3100,950.0
3,1.0,98006,1120,435.0
5,1.0,98034,1900,415.0
2,2.0,98116,1350,439.0
5,1.0,98198,1410,295.832
3,1.0,98031,1560,285.0
3,1.0,98125,1090,350.0
2,2.0,98112,1465,489.0
3,1.0,98003,1790,304.5
3,1.0,98055,1300,288.0
